宋都股份(600077)	10.69	29.69	D	4.00	0.00	0.00	15.00	
捷顺科技(002609)	20.66	29.69	D	3.56	0.00	0.00	5.47	
海航创新(600555)	10.67	29.67	D	4.00	0.00	0.00	15.00	
TCL集团(000100)	17.80	29.65	D	2.27	0.00	0.00	9.58	
三星医疗(601567)	22.87	29.65	D	3.33	0.00	0.00	3.45	
财通证券(601108)	15.46	29.63	D	4.00	0.00	0.00	10.17	
同济科技(600846)	16.63	29.61	D	0.33	0.00	0.00	12.65	
洪汇新材(002802)	23.46	29.61	D	3.58	0.00	0.00	2.57	
汇纳科技(300609)	22.70	29.61	D	1.87	0.00	0.00	5.04	
安图生物(603658)	23.88	29.60	D	1.05	0.00	0.00	4.67	
永兴特钢(002756)	23.05	29.58	D	4.00	0.00	0.00	2.53	
常熟银行(601128)	14.10	29.57	D	4.00	0.00	0.00	11.47	
浙江龙盛(600352)	22.11	29.56	D	4.00	0.00	0.00	3.45	
瑞斯康达(603803)	17.65	29.56	D	4.00	0.00	0.00	7.91	
伟明环保(603568)	23.32	29.52	D	4.00	0.00	0.00	2.20	
九芝堂(000989)	23.19	29.51	D	0.64	0.00	0.00	5.68	
生益科技(600183)	23.22	29.47	D	3.57	0.00	0.00	2.68	
珍宝岛(603567)	21.97	29.46	D	0.32	0.00	0.00	7.17	
恒生电子(600570)	21.32	29.45	D	4.00	0.00	0.00	4.13	
岱美股份(603730)	22.74	29.44	D	0.62	0.00	0.00	6.08	
搜于特(002503)	18.77	29.44	D	0.89	0.00	0.00	9.78	
会稽山(601579)	17.61	29.42	D	1.81	0.00	0.00	10.00	
张江高科(600895)	15.56	29.42	D	4.00	0.00	0.00	9.86	
扬杰科技(300373)	18.98	29.42	D	2.79	0.00	0.00	7.65	
片仔癀(600436)	21.14	29.40	D	1.96	0.00	0.00	6.30	
宣亚国际(300612)	23.86	29.40	D	2.06	0.00	0.00	3.48	
鲁阳节能(002088)	23.69	29.38	D	3.28	0.00	0.00	2.41	
凯众股份(603037)	22.92	29.38	D	1.34	0.00	0.00	5.12	
光大嘉宝(600622)	20.55	29.36	D	4.00	0.00	0.00	4.81	
重庆水务(601158)	23.50	29.35	D	3.00	0.00	0.00	2.85	
惠发股份(603536)	18.43	29.33	D	1.46	0.00	0.00	9.44	
隆鑫通用(603766)	22.81	29.33	D	1.14	0.00	0.00	5.38	
万孚生物(300482)	20.97	29.33	D	2.61	0.00	0.00	5.75	
天创时尚(603608)	21.09	29.32	D	1.09	0.00	0.00	7.14	
寒锐钴业(300618)	22.09	29.31	D	2.65	0.00	0.00	4.57	
三雄极光(300625)	23.60	29.31	D	0.45	0.00	0.00	5.26	
粤泰股份(600393)	20.63	29.30	D	2.11	0.00	0.00	6.56	
佳发教育(300559)	19.87	29.30	D	4.00	0.00	0.00	5.43	
集友股份(603429)	21.46	29.30	D	1.50	0.00	0.00	6.34	
西藏药业(600211)	23.62	29.29	D	1.82	0.00	0.00	3.85	
益丰药房(603939)	18.98	29.28	D	0.78	0.00	0.00	9.52	
兰州民百(600738)	16.94	29.28	D	2.34	0.00	0.00	10.00	
